category,subcategory,geographic_region,latitude,longitude,confidence,resolution_method,ref_term,usage_count,source_tables
unknown,unresolved,,,,0.0,unresolved,Abkhaz,83,type
unknown,unresolved,,,,0.0,unresolved,Achawoi,1,motif
unknown,unresolved,,,,0.0,unresolved,Admiralty Island,1,motif
unknown,unresolved,,,,0.0,unresolved,Adygea,59,type
geographic,country,Afghanistan,33.9,67.7,0.98,claude_knowledge_direct,Afghan,45,type
unknown,unresolved,,,,0.0,unresolved,Africa,149,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Akan-Ashanti),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ashanti),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ba-Ronga),9,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Baholoholo),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bakuba),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Baluba),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Baluga),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bambara),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bangola),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bankon),9,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bantu),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Basuto),98,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Baukon),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bayaka),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bechuana),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bena Makuni),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Benga),66,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Betsileo),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Boloki),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bondei),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bulu),10,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bushman),16,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bushonga),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Bushongo),12,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Chaga),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Cold Coast),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Congo),29,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Dahomey),6,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Dinka),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Dschagga),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Duala),30,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Dzalamo),6,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Efik-Ibibo),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ekoi),156,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Fang),145,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Fjort),48,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Fulah),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ganda),7,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Gold Coast),47,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Guinea Coast),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Hausa),28,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Hottentot),25,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ibo of Nigeria),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ibo),13,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ila),20,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Jaunde),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kaffir),88,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kamerun),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kenya),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kiyansi),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Konde),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Konnoh),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kordofan),10,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kpelle),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Kweli),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Lamami),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Lamba),7,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Larusa),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Loango),11,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Luba),28,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mambettu),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Masai),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mbundu),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mkulwe),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mossi),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mpongwe),24,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Mwimbe),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nago),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nama),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nao),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ndau),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nuba),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nubia),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nupe),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nyang),6,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nyanja),4,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Nyika),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Pahouin),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Pahouine),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Pahouini),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Pangwe),6,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Pooloki),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Quelimane),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Rhodesia),20,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ronga),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Rozwi),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Rundi),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (San),29,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Sandeh),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Senegambia),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Shangang),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Shangani),6,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Somali),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (South of Zambesi),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Sudanese),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Suto),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Swahili),18,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Swazi),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Temne),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Tim),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Timne),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Togo),14,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Tosa),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Tshi),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Tsonga),21,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Upoto),23,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Vai),30,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Venda),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Wachaga),15,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Wakweli),30,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Washaga),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Western Sudan),3,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Weute),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Wolof),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Wute),13,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Yaunde),5,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Yoruba),19,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Zanzibar),9,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Zezuru),1,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Ziba),2,motif
unknown,unresolved,,,,0.0,unresolved,Africa (Zulu),80,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,African American,155,type
unknown,unresolved,,,,0.0,unresolved,Ainu,1,motif
geographic,country,Albania,41.2,19.6,0.98,claude_knowledge_direct,Albanian,130,type
geographic,country,Algeria,28.0,1.7,0.98,claude_knowledge_direct,Algerian,328,type
unknown,unresolved,,,,0.0,unresolved,Altaic,3,type
unknown,unresolved,,,,0.0,unresolved,Alu,28,motif
ethnic_tribal,african_group,Africa,0.0,20.0,0.7,pattern_african,Am. African (Kaffir),1,motif
unknown,unresolved,,,,0.0,unresolved,Am. Indian (Apapocuva),3,motif
unknown,unresolved,,,,0.0,unresolved,Am. Indian (Cashinawa),22,motif
unknown,unresolved,,,,0.0,unresolved,Am. Indian (Honduras and Nicaragua),1,motif
unknown,unresolved,,,,0.0,unresolved,Am. Indian (Ladino),1,motif
unknown,unresolved,,,,0.0,unresolved,Am. Indian (Quiche),1,motif
unknown,unresolved,,,,0.0,unresolved,Amalfi,1,motif
unknown,unresolved,,,,0.0,unresolved,Amazon tribes,2,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian,9,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Andes),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Aztec),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Central Brazil),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Cheyenne),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Chiriguano),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Creek),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Maya),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Mono),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Namba),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Paiute),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Puerto Rico),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Salinan),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Seneca),2,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Thompson River),6,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Tlingit),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Indian (Zusi),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Negro,13,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Negro (Georgia),67,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Negro (Pennsylvania),1,motif
ethnic_tribal,indigenous_american,North America,45.0,-100.0,0.75,pattern_american_indian,American Negro (Virginia),2,motif
unknown,unresolved,,,,0.0,unresolved,Angola,75,motif
unknown,unresolved,,,,0.0,unresolved,Angolan,8,type
unknown,unresolved,,,,0.0,unresolved,Antigua,3,motif
unknown,unresolved,,,,0.0,unresolved,Arab,38,motif
unknown,unresolved,,,,0.0,unresolved,Arabian,30,motif
unknown,unresolved,,,,0.0,unresolved,Arabic,2,motif
unknown,unresolved,,,,0.0,unresolved,Aramaic,63,type
unknown,unresolved,,,,0.0,unresolved,Arapaho,1,motif
unknown,unresolved,,,,0.0,unresolved,Araucanian Mapuche,2,motif
unknown,unresolved,,,,0.0,unresolved,Arawak,2,motif
unknown,unresolved,,,,0.0,unresolved,Argentina,22,motif
geographic,country,Argentina,-38.4,-63.6,0.98,claude_knowledge_direct,Argentine,147,type
unknown,unresolved,,,,0.0,unresolved,Arikara,1,motif
unknown,unresolved,,,,0.0,unresolved,Armenia,25,motif
geographic,country,Armenia,40.1,45.0,0.98,claude_knowledge_direct,Armenian,133,type
unknown,unresolved,,,,0.0,unresolved,Arunta,1,motif
unknown,unresolved,,,,0.0,unresolved,Assyrian,5,motif
unknown,unresolved,,,,0.0,unresolved,Aurora (New Hebrides),2,motif
unknown,unresolved,,,,0.0,unresolved,Australia,17,motif
geographic,country,Australia,-25.3,131.0,0.98,claude_knowledge_direct,Australian,56,type
geographic,country,Austria,47.5,14.6,0.98,claude_knowledge_direct,Austrian,335,motif
geographic,country,Austria,47.5,14.6,0.98,claude_knowledge_direct,Austrian,335,type
unknown,unresolved,,,,0.0,unresolved,Azerbaijan,30,type
unknown,unresolved,,,,0.0,unresolved,Aztec,25,motif
unknown,unresolved,,,,0.0,unresolved,Babylonia,54,motif
unknown,unresolved,,,,0.0,unresolved,Bahamas,1,motif
geographic,region,Baltic States,56.9,24.1,0.85,claude_knowledge_direct,Baltic,1,motif
unknown,unresolved,,,,0.0,unresolved,Banks Islands,7,motif
unknown,unresolved,,,,0.0,unresolved,Bashkir,1,type
ethnic_tribal,linguistic_group,Basque Country,43.2,-2.9,0.95,claude_knowledge_direct,Basque,127,type
unknown,unresolved,,,,0.0,unresolved,Basuto,1,motif
unknown,unresolved,,,,0.0,unresolved,Batak,2,motif
unknown,unresolved,,,,0.0,unresolved,Beckwith Myth,1,motif
unknown,unresolved,,,,0.0,unresolved,Benga,10,motif
unknown,unresolved,,,,0.0,unresolved,Benin,4,type
unknown,unresolved,,,,0.0,unresolved,Berber,1,motif
unknown,unresolved,,,,0.0,unresolved,Biscayans,1,motif
unknown,unresolved,,,,0.0,unresolved,Bohemia,2,motif
geographic,country,Bolivia,-16.3,-63.6,0.98,claude_knowledge_direct,Bolivian,22,type
unknown,unresolved,,,,0.0,unresolved,Borneo,8,motif
unknown,unresolved,,,,0.0,unresolved,Bosnian,77,type
unknown,unresolved,,,,0.0,unresolved,Botswana,1,type
unknown,unresolved,,,,0.0,unresolved,Bougainville,1,motif
unknown,unresolved,,,,0.0,unresolved,Brazil,25,motif
geographic,country,Brazil,-14.2,-51.9,0.98,claude_knowledge_direct,Brazilian,164,type
unknown,unresolved,,,,0.0,unresolved,British,3,motif
unknown,unresolved,,,,0.0,unresolved,British New Guinea,1,motif
unknown,unresolved,,,,0.0,unresolved,British West Indies,1,motif
unknown,unresolved,,,,0.0,unresolved,Brittany,395,motif
unknown,unresolved,,,,0.0,unresolved,Buddhist,453,motif
unknown,unresolved,,,,0.0,unresolved,Buin,5,motif
unknown,unresolved,,,,0.0,unresolved,Bulgaria,2,motif
geographic,country,Bulgaria,42.7,25.5,0.98,claude_knowledge_direct,Bulgarian,763,type
unknown,unresolved,,,,0.0,unresolved,Bulu,5,motif
unknown,unresolved,,,,0.0,unresolved,Buriat,6,motif
unknown,unresolved,,,,0.0,unresolved,Burma,4,motif
geographic,country,Myanmar,21.9,95.9,0.98,claude_knowledge_direct,Burmese,117,type
ethnic_tribal,mongolic_people,Buryatia/Russia,51.8,107.6,0.9,claude_knowledge_direct,Buryat,70,type
unknown,unresolved,,,,0.0,unresolved,Bushongo,2,motif
unknown,unresolved,,,,0.0,unresolved,Byelorussian,538,type
unknown,unresolved,,,,0.0,unresolved,Cakchiquel,1,motif
unknown,unresolved,,,,0.0,unresolved,California,44,motif
unknown,unresolved,,,,0.0,unresolved,California tribes (Capistrano),1,motif
unknown,unresolved,,,,0.0,unresolved,California tribes (Diegueso),1,motif
unknown,unresolved,,,,0.0,unresolved,California tribes (Luiseso),1,motif
unknown,unresolved,,,,0.0,unresolved,California tribes (Mohave),1,motif
geographic,country,Cambodia,12.6,104.9,0.98,claude_knowledge_direct,Cambodian,67,type
unknown,unresolved,,,,0.0,unresolved,Cameroon,77,type
unknown,unresolved,,,,0.0,unresolved,Cameroon,77,motif
unknown,unresolved,,,,0.0,unresolved,Canada,247,motif
unknown,unresolved,,,,0.0,unresolved,Cape Verde Islands,43,motif
geographic,country,Cape Verde,16.0,-24.0,0.98,claude_knowledge_direct,Cape Verdian,71,type
unknown,unresolved,,,,0.0,unresolved,Caribbean,7,motif
unknown,unresolved,,,,0.0,unresolved,Caribbean (Cuan),1,motif
unknown,unresolved,,,,0.0,unresolved,Caroline Islands,2,motif
linguistic,regional_language,Catalonia/Spain,41.8,1.6,0.95,claude_knowledge_direct,Catalan,576,type
unknown,unresolved,,,,0.0,unresolved,Catalonia,1,motif
unknown,unresolved,,,,0.0,unresolved,Caucasian,1,motif
unknown,unresolved,,,,0.0,unresolved,Ceiuci,1,motif
unknown,unresolved,,,,0.0,unresolved,Celebes,3,motif
unknown,unresolved,,,,0.0,unresolved,Celtic,7,motif
unknown,unresolved,,,,0.0,unresolved,Celtic-Norse,1,motif
ethnic_tribal,african_group,Africa,0.0,20.0,0.7,pattern_african,Central African,57,type
unknown,unresolved,,,,0.0,unresolved,Central Algonquian tribes,1,motif
unknown,unresolved,,,,0.0,unresolved,Central America,2,motif
unknown,unresolved,,,,0.0,unresolved,Central Brazil,1,motif
unknown,unresolved,,,,0.0,unresolved,Central Caroline Islands,2,motif
unknown,unresolved,,,,0.0,unresolved,Central Polynesia,1,motif
unknown,unresolved,,,,0.0,unresolved,Chad,7,type
unknown,unresolved,,,,0.0,unresolved,Chatham Islands,1,motif
unknown,unresolved,,,,0.0,unresolved,Chechen-Ingush,9,type
linguistic,uralic_language,Mari El/Russia,56.6,47.9,0.9,claude_knowledge_direct,Cheremis,235,motif
linguistic,uralic_language,Mari El/Russia,56.6,47.9,0.85,claude_knowledge_direct,Cheremis/Mari,210,type
unknown,unresolved,,,,0.0,unresolved,Cherokee,9,motif
unknown,unresolved,,,,0.0,unresolved,Cheyenne,5,motif
unknown,unresolved,,,,0.0,unresolved,Chibcha,6,motif
unknown,unresolved,,,,0.0,unresolved,Chile,3,motif
geographic,country,Chile,-35.7,-71.5,0.98,claude_knowledge_direct,Chilean,210,type
unknown,unresolved,,,,0.0,unresolved,China,1172,motif
unknown,unresolved,,,,0.0,unresolved,Chincha (Peru),1,motif
geographic,country,China,35.9,104.2,0.98,claude_knowledge_direct,Chinese,522,type
unknown,unresolved,,,,0.0,unresolved,Chitimacha,2,motif
unknown,unresolved,,,,0.0,unresolved,Choctaw,2,motif
unknown,unresolved,,,,0.0,unresolved,Chuh,2,motif
unknown,unresolved,,,,0.0,unresolved,Chuh (Guatemala),1,motif
linguistic,turkic_language,Chuvashia/Russia,55.5,47.2,0.9,claude_knowledge_direct,Chuvash,115,type
unknown,unresolved,,,,0.0,unresolved,Chuvashan,1,motif
unknown,unresolved,,,,0.0,unresolved,Circassian,2,motif
unknown,unresolved,,,,0.0,unresolved,Colombia,1,motif
geographic,country,Colombia,4.6,-74.1,0.98,claude_knowledge_direct,Colombian,11,type
unknown,unresolved,,,,0.0,unresolved,Congo,9,motif
unknown,unresolved,,,,0.0,unresolved,Congolese,37,type
unknown,unresolved,,,,0.0,unresolved,Cook Islands,21,motif
unknown,unresolved,,,,0.0,unresolved,Corsican,1,motif
geographic,country,Costa Rica,9.7,-83.8,0.98,claude_knowledge_direct,Costa Rican,22,type
geographic,country,Croatia,45.1,15.2,0.98,claude_knowledge_direct,Croatian,338,type
unknown,unresolved,,,,0.0,unresolved,Crow,1,motif
geographic,country,Cuba,21.5,-77.8,0.98,claude_knowledge_direct,Cuban,77,type
unknown,unresolved,,,,0.0,unresolved,Cyprus,4,motif
geographic,country,Czech Republic,49.8,15.5,0.98,claude_knowledge_direct,Czech,572,type
unknown,unresolved,,,,0.0,unresolved,Czech Republic,8,motif
unknown,unresolved,,,,0.0,unresolved,Dagestan,41,type
unknown,unresolved,,,,0.0,unresolved,Dakota,2,motif
geographic,country,Denmark,56.3,9.5,0.98,claude_knowledge_direct,Danish,625,type
unknown,unresolved,,,,0.0,unresolved,Denmark,143,motif
unknown,unresolved,,,,0.0,unresolved,Diegueso,1,motif
unknown,unresolved,,,,0.0,unresolved,Ditmarsch,1,motif
geographic,country,Dominican Republic,18.7,-70.2,0.98,claude_knowledge_direct,Dominican,138,type
unknown,unresolved,,,,0.0,unresolved,Druze,5,type
unknown,unresolved,,,,0.0,unresolved,Duala,1,motif
geographic,country,Netherlands,52.1,5.3,0.98,claude_knowledge_direct,Dutch,612,type
unknown,unresolved,,,,0.0,unresolved,East Africa,7,motif
ethnic_tribal,african_group,Africa,0.0,20.0,0.7,pattern_african,East African,126,type
unknown,unresolved,,,,0.0,unresolved,East Gothic,1,motif
unknown,unresolved,,,,0.0,unresolved,Easter Island,63,motif
unknown,unresolved,,,,0.0,unresolved,Eastern Brazil,4,motif
geographic,country,Ecuador,-1.8,-78.2,0.98,claude_knowledge_direct,Ecuadorian,17,type
unknown,unresolved,,,,0.0,unresolved,Egypt,47,motif
geographic,country,Egypt,26.8,30.8,0.98,claude_knowledge_direct,Egyptian,551,type
unknown,unresolved,,,,0.0,unresolved,Ekoi,11,motif
unknown,unresolved,,,,0.0,unresolved,Ellice Island,1,motif
unknown,unresolved,,,,0.0,unresolved,England,1023,motif
unknown,unresolved,,,,0.0,unresolved,English,514,type
unknown,unresolved,,,,0.0,unresolved,Eritrean,24,type
ethnic_tribal,indigenous_group,Arctic,70.0,-100.0,0.95,claude_knowledge_direct,Eskimo,29,type
ethnic_tribal,indigenous_group,Arctic,70.0,-100.0,0.95,claude_knowledge_direct,Eskimo,29,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Alaska),3,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Aleut),7,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Bering Strait),42,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Cape York),12,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Central),19,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Cumberland Sound),50,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (East Greenland),6,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Greenland),429,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Kodiak),34,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Koryak),2,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Labrador),23,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Mackenzie Area),58,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Smith Sound),13,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (Ungava),13,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (West Greenland),1,motif
unknown,unresolved,,,,0.0,unresolved,Eskimo (West Hudson Bay),24,motif
unknown,unresolved,,,,0.0,unresolved,Espinosa,1,motif
unknown,unresolved,,,,0.0,unresolved,Estonia,207,motif
geographic,country,Estonia,58.6,25.0,0.98,claude_knowledge_direct,Estonian,769,type
geographic,country,Ethiopia,9.1,40.5,0.98,claude_knowledge_direct,Ethiopian,52,type
unknown,unresolved,,,,0.0,unresolved,Etruscan,1,motif
unknown,unresolved,,,,0.0,unresolved,Fable,7,motif
geographic,territory,Faroe Islands,62.0,-6.8,0.98,claude_knowledge_direct,Faeroese,133,type
unknown,unresolved,,,,0.0,unresolved,Farau,1,motif
unknown,unresolved,,,,0.0,unresolved,Faroe islands,1,motif
